Zipcode,State,County,City
4576,ME,Lincoln County,Southport
4578,ME,Lincoln County,Wiscasset
4579,ME,Sagadahoc County,Woolwich
4605,ME,Hancock County,Ellsworth
4606,ME,Washington County,Addison
4607,ME,Hancock County,Gouldsboro
4609,ME,Hancock County,Bar Harbor
4611,ME,Washington County,Beals
4612,ME,Hancock County,Bernard
4613,ME,Hancock County,Birch Harbor
4614,ME,Hancock County,Blue Hill
4616,ME,Hancock County,Brooklin
4617,ME,Hancock County,Brooksville
4619,ME,Washington County,Calais
4622,ME,Washington County,Cherryfield
4623,ME,Washington County,Columbia Falls
4624,ME,Hancock County,Corea
4625,ME,Hancock County,Cranberry Isles
4626,ME,Washington County,Cutler
4627,ME,Hancock County,Deer Isle
4628,ME,Washington County,Dennysville
4629,ME,Hancock County,East Blue Hill
4630,ME,Washington County,East Machias
4631,ME,Washington County,Eastport
4634,ME,Hancock County,Franklin
4635,ME,Hancock County,Frenchboro
4637,ME,Washington County,Grand Lake Stream
4640,ME,Hancock County,Hancock
4642,ME,Hancock County,Harborside
4643,ME,Washington County,Harrington
4644,ME,Hancock County,Hulls Cove
4645,ME,Knox County,Isle Au Haut
4646,ME,Hancock County,Islesford
4648,ME,Washington County,Jonesboro
4649,ME,Washington County,Jonesport
4650,ME,Hancock County,Little Deer Isle
4652,ME,Washington County,Lubec
4653,ME,Hancock County,Bass Harbor
4654,ME,Washington County,Machias
4655,ME,Washington County,Machiasport
4657,ME,Washington County,Meddybemps
4658,ME,Washington County,Milbridge
4660,ME,Hancock County,Mount Desert
4662,ME,Hancock County,Northeast Harbor
4664,ME,Hancock County,Sullivan
4666,ME,Washington County,Pembroke
4667,ME,Washington County,Perry
4668,ME,Washington County,Princeton
4669,ME,Hancock County,Prospect Harbor
4671,ME,Washington County,Robbinston
4672,ME,Hancock County,Salsbury Cove
4673,ME,Hancock County,Sargentville
4674,ME,Hancock County,Seal Cove
4675,ME,Hancock County,Seal Harbor
4676,ME,Hancock County,Sedgwick
4677,ME,Hancock County,Sorrento
4679,ME,Hancock County,Southwest Harbor
4680,ME,Washington County,Steuben
4681,ME,Hancock County,Stonington
4683,ME,Hancock County,Sunset
4684,ME,Hancock County,Surry
4685,ME,Hancock County,Swans Island
4686,ME,Washington County,Wesley
4691,ME,Washington County,Whiting
4693,ME,Hancock County,Winter Harbor
4694,ME,Washington County,Baileyville
4730,ME,Aroostook County,Houlton
4732,ME,Aroostook County,Ashland
4733,ME,Aroostook County,Benedicta
4734,ME,Aroostook County,Blaine
4735,ME,Aroostook County,Bridgewater
4736,ME,Aroostook County,Caribou
4737,ME,Aroostook County,Clayton Lake
4738,ME,Aroostook County,Crouseville
4739,ME,Aroostook County,Eagle Lake
4740,ME,Aroostook County,Easton
4741,ME,Aroostook County,Estcourt Station
4742,ME,Aroostook County,Fort Fairfield
4743,ME,Aroostook County,Fort Kent
4744,ME,Aroostook County,Fort Kent Mills
4745,ME,Aroostook County,Frenchville
4746,ME,Aroostook County,Grand Isle
4747,ME,Aroostook County,Island Falls
4750,ME,Aroostook County,Limestone
4751,ME,Aroostook County,Limestone
4756,ME,Aroostook County,Madawaska
4757,ME,Aroostook County,Mapleton
4758,ME,Aroostook County,Mars Hill
4760,ME,Aroostook County,Monticello
4761,ME,Aroostook County,New Limerick
4762,ME,Aroostook County,New Sweden
4763,ME,Aroostook County,Oakfield
4764,ME,Aroostook County,Oxbow
4765,ME,Penobscot County,Patten
4766,ME,Aroostook County,Perham
4768,ME,Aroostook County,Portage
4769,ME,Aroostook County,Presque Isle
4772,ME,Aroostook County,Saint Agatha
4773,ME,Aroostook County,Saint David
4774,ME,Aroostook County,Saint Francis
4775,ME,Aroostook County,Sheridan
4776,ME,Aroostook County,Sherman
4777,ME,Penobscot County,Stacyville
4779,ME,Aroostook County,Sinclair
4780,ME,Aroostook County,Smyrna Mills
4781,ME,Aroostook County,Wallagrass
4783,ME,Aroostook County,Stockholm
4785,ME,Aroostook County,Van Buren
4786,ME,Aroostook County,Washburn
4787,ME,Aroostook County,Westfield
4841,ME,Knox County,Rockland
4843,ME,Knox County,Camden
4846,ME,Knox County,Glen Cove
4847,ME,Knox County,Hope
4848,ME,Waldo County,Islesboro
4849,ME,Waldo County,Lincolnville
4850,ME,Waldo County,Lincolnville Center
4851,ME,Knox County,Matinicus
4852,ME,Lincoln County,Monhegan
4853,ME,Knox County,North Haven
4854,ME,Knox County,Owls Head
4855,ME,Knox County,Port Clyde
4856,ME,Knox County,Rockport
4858,ME,Knox County,South Thomaston
4859,ME,Knox County,Spruce Head
4860,ME,Knox County,Tenants Harbor
4861,ME,Knox County,Thomaston
4862,ME,Knox County,Union
4863,ME,Knox County,Vinalhaven
4864,ME,Knox County,Warren
4865,ME,Knox County,West Rockport
4901,ME,Kennebec County,Waterville
4903,ME,Kennebec County,Waterville
4910,ME,Kennebec County,Albion
4911,ME,Somerset County,Anson
4912,ME,Somerset County,Athens
4915,ME,Waldo County,Belfast
4917,ME,Kennebec County,Belgrade
4918,ME,Kennebec County,Belgrade Lakes
4920,ME,Somerset County,Bingham
4921,ME,Waldo County,Brooks
4922,ME,Waldo County,Burnham
4923,ME,Somerset County,Cambridge
4924,ME,Somerset County,Canaan
4925,ME,Somerset County,Caratunk
4926,ME,Kennebec County,China Village
4927,ME,Kennebec County,Clinton
4928,ME,Penobscot County,Corinna
4929,ME,Somerset County,Detroit
4930,ME,Penobscot County,Dexter
4932,ME,Penobscot County,Dixmont
4933,ME,Penobscot County,East Newport
4935,ME,Kennebec County,East Vassalboro
4936,ME,Franklin County,Eustis
4937,ME,Somerset County,Fairfield
4938,ME,Franklin County,Farmington
4939,ME,Penobscot County,Garland
4940,ME,Franklin County,Farmington Falls
4941,ME,Waldo County,Freedom
4942,ME,Somerset County,Harmony
4943,ME,Somerset County,Hartland
4944,ME,Somerset County,Hinckley
4945,ME,Somerset County,Jackman
4947,ME,Franklin County,Kingfield
4949,ME,Waldo County,Liberty
4950,ME,Somerset County,Madison
4951,ME,Waldo County,Monroe
4952,ME,Waldo County,Morrill
4953,ME,Penobscot County,Newport
4954,ME,Somerset County,New Portland
4955,ME,Franklin County,New Sharon
4956,ME,Franklin County,New Vineyard
4957,ME,Somerset County,Norridgewock
4958,ME,Somerset County,North Anson
4961,ME,Somerset County,New Portland
4962,ME,Kennebec County,North Vassalboro
4963,ME,Kennebec County,Oakland
4964,ME,Franklin County,Oquossoc
4965,ME,Somerset County,Palmyra
4966,ME,Franklin County,Phillips
4967,ME,Somerset County,Pittsfield
4969,ME,Penobscot County,Plymouth
4970,ME,Franklin County,Rangeley
4971,ME,Somerset County,Saint Albans
4972,ME,Waldo County,Sandy Point
4973,ME,Waldo County,Searsmont
4974,ME,Waldo County,Searsport
4975,ME,Somerset County,Shawmut
4976,ME,Somerset County,Skowhegan
4978,ME,Somerset County,Smithfield
4979,ME,Somerset County,Solon
4981,ME,Waldo County,Stockton Springs
4982,ME,Franklin County,Stratton
4983,ME,Franklin County,Strong
4984,ME,Franklin County,Temple
4985,ME,Somerset County,West Forks
4986,ME,Waldo County,Thorndike
4987,ME,Waldo County,Troy
4988,ME,Waldo County,Unity
4989,ME,Kennebec County,Vassalboro
4992,ME,Franklin County,West Farmington
5001,VT,Windsor County,White River Junction
5009,VT,Windsor County,White River Junction
5030,VT,Windsor County,Ascutney
5031,VT,Windsor County,Barnard
5032,VT,Windsor County,Bethel
5033,VT,Orange County,Bradford
5034,VT,Windsor County,Bridgewater
5035,VT,Windsor County,Bridgewater Corners
5036,VT,Orange County,Brookfield
5037,VT,Windsor County,Brownsville
5038,VT,Orange County,Chelsea
5039,VT,Orange County,Corinth
5040,VT,Orange County,East Corinth
5041,VT,Orange County,East Randolph
5042,VT,Caledonia County,East Ryegate
5043,VT,Orange County,East Thetford
5045,VT,Orange County,Fairlee
5046,VT,Caledonia County,Groton
5047,VT,Windsor County,Hartford
5048,VT,Windsor County,Hartland
5049,VT,Windsor County,Hartland Four Corners
5050,VT,Caledonia County,Mc Indoe Falls
5051,VT,Orange County,Newbury
5052,VT,Windsor County,North Hartland
5053,VT,Windsor County,North Pomfret
5054,VT,Orange County,North Thetford
5055,VT,Windsor County,Norwich
5056,VT,Windsor County,Plymouth
5058,VT,Orange County,Post Mills
5059,VT,Windsor County,Quechee
5060,VT,Orange County,Randolph
5061,VT,Orange County,Randolph Center
5062,VT,Windsor County,Reading
5065,VT,Windsor County,Sharon
5067,VT,Windsor County,South Pomfret
5068,VT,Windsor County,South Royalton
5069,VT,Caledonia County,South Ryegate
5070,VT,Orange County,South Strafford
5071,VT,Windsor County,South Woodstock
5072,VT,Orange County,Strafford
5073,VT,Windsor County,Taftsville
5074,VT,Orange County,Thetford
5075,VT,Orange County,Thetford Center
5076,VT,Orange County,Topsham
5077,VT,Orange County,Tunbridge
5079,VT,Orange County,Vershire
5081,VT,Orange County,Wells River
5083,VT,Orange County,West Fairlee
5084,VT,Windsor County,West Hartford
5085,VT,Orange County,West Newbury
5086,VT,Orange County,West Topsham
5088,VT,Windsor County,Wilder
5089,VT,Windsor County,Windsor
5091,VT,Windsor County,Woodstock
5101,VT,Windham County,Bellows Falls
5141,VT,Windham County,Cambridgeport
5142,VT,Windsor County,Cavendish
5143,VT,Windsor County,Chester
5144,VT,Windsor County,Chester Depot
5146,VT,Windham County,Grafton
5148,VT,Windham County,Londonderry
5149,VT,Windsor County,Ludlow
5150,VT,Windsor County,North Springfield
5151,VT,Windsor County,Perkinsville
5152,VT,Bennington County,Peru
5153,VT,Windsor County,Proctorsville
5154,VT,Windham County,Saxtons River
5155,VT,Windham County,South Londonderry
5156,VT,Windsor County,Springfield
5158,VT,Windham County,Westminster
5159,VT,Windham County,Westminster Station
5161,VT,Windsor County,Weston
5201,VT,Bennington County,Bennington
5250,VT,Bennington County,Arlington
5251,VT,Bennington County,Dorset
5252,VT,Bennington County,East Arlington
5253,VT,Bennington County,East Dorset
5254,VT,Bennington County,Manchester
5255,VT,Bennington County,Manchester Center
5257,VT,Bennington County,North Bennington
5260,VT,Bennington County,North Pownal
5261,VT,Bennington County,Pownal
5262,VT,Bennington County,Shaftsbury
5301,VT,Windham County,Brattleboro
5302,VT,Windham County,Brattleboro
5303,VT,Windham County,Brattleboro
5304,VT,Windham County,Brattleboro
5340,VT,Bennington County,Bondville
5341,VT,Windham County,East Dover
5342,VT,Windham County,Jacksonville
5343,VT,Windham County,Jamaica
5344,VT,Windham County,Marlboro
5345,VT,Windham County,Newfane
5346,VT,Windham County,Putney
5350,VT,Bennington County,Readsboro
5351,VT,Windham County,South Newfane
5352,VT,Bennington County,Stamford
5353,VT,Windham County,Townshend
5354,VT,Windham County,Vernon
5355,VT,Windham County,Wardsboro
5356,VT,Windham County,West Dover
5357,VT,Windham County,West Dummerston
5358,VT,Windham County,West Halifax
5359,VT,Windham County,West Townshend
5360,VT,Windham County,West Wardsboro
5361,VT,Windham County,Whitingham
5362,VT,Windham County,Williamsville
5363,VT,Windham County,Wilmington
5401,VT,Chittenden County,Burlington
5402,VT,Chittenden County,Burlington
5403,VT,Chittenden County,South Burlington
5404,VT,Chittenden County,Winooski
5405,VT,Chittenden County,Burlington
5406,VT,Chittenden County,Burlington
5407,VT,Chittenden County,South Burlington
5408,VT,Chittenden County,Burlington
5439,VT,Chittenden County,Colchester
5440,VT,Grand Isle County,Alburgh
5441,VT,Franklin County,Bakersfield
5442,VT,Lamoille County,Belvidere Center
5443,VT,Addison County,Bristol
5444,VT,Franklin County,Cambridge
5445,VT,Chittenden County,Charlotte
5446,VT,Chittenden County,Colchester
5447,VT,Franklin County,East Berkshire
5448,VT,Franklin County,East Fairfield
5449,VT,Chittenden County,Colchester
5450,VT,Franklin County,Enosburg Falls
5451,VT,Chittenden County,Essex
5452,VT,Chittenden County,Essex Junction
5453,VT,Chittenden County,Essex Junction
5454,VT,Franklin County,Fairfax
5455,VT,Franklin County,Fairfield
5456,VT,Addison County,Ferrisburgh
5457,VT,Franklin County,Franklin
5458,VT,Grand Isle County,Grand Isle
5459,VT,Franklin County,Highgate Center
5460,VT,Franklin County,Highgate Springs
5461,VT,Chittenden County,Hinesburg
5462,VT,Chittenden County,Huntington
5463,VT,Grand Isle County,Isle La Motte
5464,VT,Lamoille County,Jeffersonville
5465,VT,Chittenden County,Jericho
5466,VT,Chittenden County,Jonesville
5468,VT,Chittenden County,Milton
5469,VT,Addison County,Monkton
5470,VT,Franklin County,Montgomery
5471,VT,Franklin County,Montgomery Center
5472,VT,Addison County,New Haven
5473,VT,Addison County,North Ferrisburgh
5474,VT,Grand Isle County,North Hero
5476,VT,Franklin County,Richford
5477,VT,Chittenden County,Richmond
5478,VT,Franklin County,Saint Albans
5479,VT,Franklin County,Saint Albans
5481,VT,Franklin County,Saint Albans Bay
5482,VT,Chittenden County,Shelburne
5483,VT,Franklin County,Sheldon
5485,VT,Franklin County,Sheldon Springs
5486,VT,Grand Isle County,South Hero
5487,VT,Addison County,Starksboro
5488,VT,Franklin County,Swanton
5489,VT,Chittenden County,Underhill
5490,VT,Chittenden County,Underhill Center
5491,VT,Addison County,Vergennes
5492,VT,Lamoille County,Waterville
5494,VT,Chittenden County,Westford
5495,VT,Chittenden County,Williston
5501,MA,Essex County,Andover
5544,MA,Essex County,Andover
5601,VT,Washington County,Montpelier
5602,VT,Washington County,Montpelier
5603,VT,Washington County,Montpelier
5604,VT,Washington County,Montpelier
5609,VT,Washington County,Montpelier
5620,VT,Washington County,Montpelier
5633,VT,Washington County,Montpelier
5640,VT,Washington County,Adamant
5641,VT,Washington County,Barre
5647,VT,Washington County,Cabot
5648,VT,Washington County,Calais
5649,VT,Orange County,East Barre
5650,VT,Washington County,East Calais
5651,VT,Washington County,East Montpelier
5652,VT,Lamoille County,Eden
5653,VT,Lamoille County,Eden Mills
5654,VT,Washington County,Graniteville
5655,VT,Lamoille County,Hyde Park
5656,VT,Lamoille County,Johnson
5657,VT,Lamoille County,Lake Elmore
5658,VT,Washington County,Marshfield
5660,VT,Washington County,Moretown
5661,VT,Lamoille County,Morrisville
5662,VT,Lamoille County,Moscow
5663,VT,Washington County,Northfield
5664,VT,Washington County,Northfield Falls
5665,VT,Lamoille County,North Hyde Park
5666,VT,Washington County,North Montpelier
5667,VT,Washington County,Plainfield
5669,VT,Washington County,Roxbury
5670,VT,Washington County,South Barre
5671,VT,Washington County,Waterbury
5672,VT,Lamoille County,Stowe
5673,VT,Washington County,Waitsfield
5674,VT,Washington County,Warren
5675,VT,Orange County,Washington
5676,VT,Washington County,Waterbury
5677,VT,Washington County,Waterbury Center
5678,VT,Washington County,Websterville
5679,VT,Orange County,Williamstown
5680,VT,Lamoille County,Wolcott
5681,VT,Washington County,Woodbury
5682,VT,Washington County,Worcester
5701,VT,Rutland County,Rutland
5702,VT,Rutland County,Rutland
5730,VT,Rutland County,Belmont
5731,VT,Rutland County,Benson
5732,VT,Rutland County,Bomoseen
5733,VT,Rutland County,Brandon
5734,VT,Addison County,Bridport
5735,VT,Rutland County,Castleton
5736,VT,Rutland County,Center Rutland
5737,VT,Rutland County,Chittenden
5738,VT,Rutland County,Cuttingsville
5739,VT,Rutland County,Danby
5740,VT,Addison County,East Middlebury
5741,VT,Rutland County,East Poultney
5742,VT,Rutland County,East Wallingford
5743,VT,Rutland County,Fair Haven
5744,VT,Rutland County,Florence
5745,VT,Rutland County,Forest Dale
5746,VT,Windsor County,Gaysville
5747,VT,Addison County,Granville
5748,VT,Addison County,Hancock
5750,VT,Rutland County,Hydeville
5751,VT,Rutland County,Killington
5753,VT,Addison County,Middlebury
5757,VT,Rutland County,Middletown Springs
5758,VT,Rutland County,Mount Holly
5759,VT,Rutland County,North Clarendon
5760,VT,Addison County,Orwell
5761,VT,Rutland County,Pawlet
5762,VT,Rutland County,Pittsfield
5763,VT,Rutland County,Pittsford
5764,VT,Rutland County,Poultney
5765,VT,Rutland County,Proctor
5766,VT,Addison County,Ripton
5767,VT,Windsor County,Rochester
5768,VT,Bennington County,Rupert
5769,VT,Addison County,Salisbury
5770,VT,Addison County,Shoreham
5772,VT,Windsor County,Stockbridge
5773,VT,Rutland County,Wallingford
5774,VT,Rutland County,Wells
5775,VT,Rutland County,West Pawlet
5776,VT,Bennington County,West Rupert
5777,VT,Rutland County,West Rutland
5778,VT,Addison County,Whiting
5819,VT,Caledonia County,Saint Johnsbury
5820,VT,Orleans County,Albany
5821,VT,Caledonia County,Barnet
5822,VT,Orleans County,Barton
5823,VT,Orleans County,Beebe Plain
5824,VT,Essex County,Concord
5825,VT,Orleans County,Coventry
5826,VT,Orleans County,Craftsbury
5827,VT,Orleans County,Craftsbury Common
5828,VT,Caledonia County,Danville
5829,VT,Orleans County,Derby
5830,VT,Orleans County,Derby Line
5832,VT,Caledonia County,East Burke
5833,VT,Orleans County,East Charleston
5836,VT,Caledonia County,East Hardwick
5837,VT,Essex County,East Haven
5838,VT,Caledonia County,East Saint Johnsbury
5839,VT,Orleans County,Glover
5840,VT,Essex County,Granby
5841,VT,Orleans County,Greensboro
5842,VT,Orleans County,Greensboro Bend
5843,VT,Caledonia County,Hardwick
5845,VT,Orleans County,Irasburg
5846,VT,Essex County,Island Pond
5847,VT,Orleans County,Lowell
5848,VT,Caledonia County,Lower Waterford
5849,VT,Caledonia County,Lyndon
5850,VT,Caledonia County,Lyndon Center
5851,VT,Caledonia County,Lyndonville
5853,VT,Orleans County,Morgan
5855,VT,Orleans County,Newport
5857,VT,Orleans County,Newport Center
5858,VT,Essex County,North Concord
5859,VT,Orleans County,North Troy
5860,VT,Orleans County,Orleans
5861,VT,Caledonia County,Passumpsic
5862,VT,Caledonia County,Peacham
5863,VT,Caledonia County,Saint Johnsbury Center
5866,VT,Caledonia County,Sheffield
5867,VT,Caledonia County,Sutton
5868,VT,Orleans County,Troy
5871,VT,Caledonia County,West Burke
5872,VT,Orleans County,West Charleston
5873,VT,Caledonia County,West Danville
5874,VT,Orleans County,Westfield
5875,VT,Orleans County,West Glover
5901,VT,Essex County,Averill
5902,VT,Essex County,Beecher Falls
5903,VT,Essex County,Canaan
5904,VT,Essex County,Gilman
5905,VT,Essex County,Guildhall
5906,VT,Essex County,Lunenburg
5907,VT,Essex County,Norton
6001,CT,Hartford County,Avon
6002,CT,Hartford County,Bloomfield
6006,CT,Hartford County,Windsor
6010,CT,Hartford County,Bristol
6011,CT,Hartford County,Bristol
6013,CT,Hartford County,Burlington
6016,CT,Hartford County,Broad Brook
6018,CT,Litchfield County,Canaan
6019,CT,Hartford County,Canton
6020,CT,Hartford County,Canton Center
6021,CT,Litchfield County,Colebrook
6022,CT,Hartford County,Collinsville
6023,CT,Hartford County,East Berlin
6024,CT,Litchfield County,East Canaan
6025,CT,Hartford County,East Glastonbury
6026,CT,Hartford County,East Granby
6027,CT,Hartford County,East Hartland
6028,CT,Hartford County,East Windsor Hill
6029,CT,Tolland County,Ellington
6030,CT,Hartford County,Farmington
6031,CT,Litchfield County,Falls Village
6032,CT,Hartford County,Farmington
6033,CT,Hartford County,Glastonbury
6034,CT,Hartford County,Farmington
6035,CT,Hartford County,Granby
6037,CT,Hartford County,Berlin
6039,CT,Litchfield County,Lakeville
6040,CT,Hartford County,Manchester
6041,CT,Hartford County,Manchester
6042,CT,Hartford County,Manchester
6043,CT,Tolland County,Bolton
6045,CT,Hartford County,Manchester
6050,CT,Hartford County,New Britain
6051,CT,Hartford County,New Britain
6052,CT,Hartford County,New Britain
6053,CT,Hartford County,New Britain
6057,CT,Litchfield County,New Hartford
6058,CT,Litchfield County,Norfolk
6059,CT,Litchfield County,North Canton
6060,CT,Hartford County,North Granby
6061,CT,Litchfield County,Pine Meadow
6062,CT,Hartford County,Plainville
6063,CT,Litchfield County,Barkhamsted
6064,CT,Hartford County,Poquonock
6065,CT,Hartford County,Riverton
6066,CT,Tolland County,Vernon Rockville
6067,CT,Hartford County,Rocky Hill
6068,CT,Litchfield County,Salisbury
6069,CT,Litchfield County,Sharon
6070,CT,Hartford County,Simsbury
6071,CT,Tolland County,Somers
6072,CT,Tolland County,Somersville
6073,CT,Hartford County,South Glastonbury
6074,CT,Hartford County,South Windsor
6075,CT,Tolland County,Stafford
6076,CT,Tolland County,Stafford Springs
6077,CT,Tolland County,Staffordville
6078,CT,Hartford County,Suffield
6079,CT,Litchfield County,Taconic
6080,CT,Hartford County,Suffield
6081,CT,Hartford County,Tariffville
6082,CT,Hartford County,Enfield
6083,CT,Hartford County,Enfield
6084,CT,Tolland County,Tolland
6085,CT,Hartford County,Unionville
6087,CT,Hartford County,Unionville
6088,CT,Hartford County,East Windsor
6089,CT,Hartford County,Weatogue
6090,CT,Hartford County,West Granby
6091,CT,Hartford County,West Hartland
6092,CT,Hartford County,West Simsbury
6093,CT,Hartford County,West Suffield
6094,CT,Litchfield County,Winchester Center
6095,CT,Hartford County,Windsor
6096,CT,Hartford County,Windsor Locks
6098,CT,Litchfield County,Winsted
6101,CT,Hartford County,Hartford
6102,CT,Hartford County,Hartford
6103,CT,Hartford County,Hartford
6104,CT,Hartford County,Hartford
6105,CT,Hartford County,Hartford
6106,CT,Hartford County,Hartford
6107,CT,Hartford County,West Hartford
6108,CT,Hartford County,East Hartford
6109,CT,Hartford County,Wethersfield
6110,CT,Hartford County,West Hartford
6111,CT,Hartford County,Newington
6112,CT,Hartford County,Hartford
6114,CT,Hartford County,Hartford
6115,CT,Hartford County,Hartford
6117,CT,Hartford County,West Hartford
6118,CT,Hartford County,East Hartford
6119,CT,Hartford County,West Hartford
6120,CT,Hartford County,Hartford
6123,CT,Hartford County,Hartford
6126,CT,Hartford County,Hartford
6127,CT,Hartford County,West Hartford
6128,CT,Hartford County,East Hartford
6129,CT,Hartford County,Wethersfield
6131,CT,Hartford County,Newington
6132,CT,Hartford County,Hartford
6133,CT,Hartford County,West Hartford
6134,CT,Hartford County,Hartford
6137,CT,Hartford County,West Hartford
6138,CT,Hartford County,East Hartford
6140,CT,Hartford County,Hartford
6141,CT,Hartford County,Hartford
6142,CT,Hartford County,Hartford
6143,CT,Hartford County,Hartford
6144,CT,Hartford County,Hartford
6145,CT,Hartford County,Hartford
6146,CT,Hartford County,Hartford
6147,CT,Hartford County,Hartford
6150,CT,Hartford County,Hartford
6151,CT,Hartford County,Hartford
6152,CT,Hartford County,Hartford
6153,CT,Hartford County,Hartford
6154,CT,Hartford County,Hartford
6155,CT,Hartford County,Hartford
6156,CT,Hartford County,Hartford
6160,CT,Hartford County,Hartford
6161,CT,Hartford County,Hartford
6167,CT,Hartford County,Hartford
6176,CT,Hartford County,Hartford
6180,CT,Hartford County,Hartford
6183,CT,Hartford County,Hartford
6199,CT,Hartford County,Hartford
6226,CT,Windham County,Willimantic
6230,CT,Windham County,Abington
6231,CT,Tolland County,Amston
6232,CT,Tolland County,Andover
6233,CT,Windham County,Ballouville
6234,CT,Windham County,Brooklyn
6235,CT,Windham County,Chaplin
6237,CT,Tolland County,Columbia
6238,CT,Tolland County,Coventry
6239,CT,Windham County,Danielson
6241,CT,Windham County,Dayville
6242,CT,Windham County,Eastford
6243,CT,Windham County,East Killingly
6244,CT,Windham County,East Woodstock
6245,CT,Windham County,Fabyan
6246,CT,Windham County,Grosvenor Dale
6247,CT,Windham County,Hampton
6248,CT,Tolland County,Hebron
6249,CT,New London County,Lebanon
6250,CT,Tolland County,Mansfield Center
6251,CT,Tolland County,Mansfield Depot
6254,CT,New London County,North Franklin
6255,CT,Windham County,North Grosvenordale
6256,CT,Windham County,North Windham
6258,CT,Windham County,Pomfret
6259,CT,Windham County,Pomfret Center
6260,CT,Windham County,Putnam
6262,CT,Windham County,Quinebaug
6263,CT,Windham County,Rogers
6264,CT,Windham County,Scotland
6265,CT,Tolland County,South Willington
6266,CT,Windham County,South Windham
6267,CT,Windham County,South Woodstock
6268,CT,Tolland County,Storrs Mansfield
6269,CT,Tolland County,Storrs Mansfield
6277,CT,Windham County,Thompson
6278,CT,Windham County,Ashford
6279,CT,Tolland County,Willington
6280,CT,Windham County,Windham
6281,CT,Windham County,Woodstock
6282,CT,Windham County,Woodstock Valley
6320,CT,New London County,New London
6330,CT,New London County,Baltic
6331,CT,Windham County,Canterbury
6332,CT,Windham County,Central Village
6333,CT,New London County,East Lyme
6334,CT,New London County,Bozrah
6335,CT,New London County,Gales Ferry
6336,CT,New London County,Gilman
6338,CT,New London County,Mashantucket
6339,CT,New London County,Ledyard
6340,CT,New London County,Groton
6349,CT,New London County,Groton
6350,CT,New London County,Hanover
6351,CT,New London County,Jewett City
6353,CT,New London County,Montville
6354,CT,Windham County,Moosup
6355,CT,New London County,Mystic
6357,CT,New London County,Niantic
6359,CT,New London County,North Stonington
6360,CT,New London County,Norwich
6365,CT,New London County,Preston
6370,CT,New London County,Oakdale
6371,CT,New London County,Old Lyme
6372,CT,New London County,Old Mystic
6373,CT,Windham County,Oneco
6374,CT,Windham County,Plainfield
6375,CT,New London County,Quaker Hill
6376,CT,New London County,South Lyme
6377,CT,Windham County,Sterling
6378,CT,New London County,Stonington
6379,CT,New London County,Pawcatuck
6380,CT,New London County,Taftville
6382,CT,New London County,Uncasville
6383,CT,New London County,Versailles
6384,CT,New London County,Voluntown
6385,CT,New London County,Waterford
6386,CT,New London County,Waterford
6387,CT,Windham County,Wauregan
6388,CT,New London County,West Mystic
6389,CT,New London County,Yantic
6390,NY,Suffolk County,Fishers Island
6401,CT,New Haven County,Ansonia
6403,CT,New Haven County,Beacon Falls
6404,CT,Fairfield County,Botsford
6405,CT,New Haven County,Branford
6408,CT,New Haven County,Cheshire
6409,CT,Middlesex County,Centerbrook
6410,CT,New Haven County,Cheshire
6411,CT,New Haven County,Cheshire
6412,CT,Middlesex County,Chester
6413,CT,Middlesex County,Clinton
6414,CT,Middlesex County,Cobalt
6415,CT,New London County,Colchester
6416,CT,Middlesex County,Cromwell
6417,CT,Middlesex County,Deep River
6418,CT,New Haven County,Derby
6419,CT,Middlesex County,Killingworth
6420,CT,New London County,Salem
6422,CT,Middlesex County,Durham
6423,CT,Middlesex County,East Haddam
6424,CT,Middlesex County,East Hampton
6426,CT,Middlesex County,Essex
6437,CT,New Haven County,Guilford
6438,CT,Middlesex County,Haddam
6439,CT,New London County,Hadlyme
6440,CT,Fairfield County,Hawleyville
6441,CT,Middlesex County,Higganum
6442,CT,Middlesex County,Ivoryton
6443,CT,New Haven County,Madison
6444,CT,Hartford County,Marion
6447,CT,Hartford County,Marlborough
6450,CT,New Haven County,Meriden
6451,CT,New Haven County,Meriden
6454,CT,New Haven County,Meriden
6455,CT,Middlesex County,Middlefield
6456,CT,Middlesex County,Middle Haddam
6457,CT,Middlesex County,Middletown
6459,CT,Middlesex County,Middletown
6460,CT,New Haven County,Milford
6461,CT,New Haven County,Milford
6467,CT,Hartford County,Milldale
6468,CT,Fairfield County,Monroe
6469,CT,Middlesex County,Moodus
6470,CT,Fairfield County,Newtown
6471,CT,New Haven County,North Branford
6472,CT,New Haven County,Northford
6473,CT,New Haven County,North Haven
6474,CT,New London County,North Westchester
6475,CT,Middlesex County,Old Saybrook
6477,CT,New Haven County,Orange
6478,CT,New Haven County,Oxford
6479,CT,Hartford County,Plantsville
6480,CT,Middlesex County,Portland
6481,CT,Middlesex County,Rockfall
6482,CT,Fairfield County,Sandy Hook
6483,CT,New Haven County,Seymour
6484,CT,Fairfield County,Shelton
6487,CT,New Haven County,South Britain
6488,CT,New Haven County,Southbury
6489,CT,Hartford County,Southington
6491,CT,Fairfield County,Stevenson
6492,CT,New Haven County,Wallingford
6493,CT,New Haven County,Wallingford
6494,CT,New Haven County,Wallingford
6495,CT,New Haven County,Wallingford
6497,CT,Fairfield County,Stratford
6498,CT,Middlesex County,Westbrook
6501,CT,New Haven County,New Haven
6502,CT,New Haven County,New Haven
